STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
91,Bệnh tim mạch,Disease,C0007222,,Dẫn đến biến chứng,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Tỷ lệ tử vong trong COPD có thể do các bệnh đi kèm (ví dụ: bệnh tim mạch, ung thư)",01_copd.txt
92,Bệnh tim mạch,Disease,C0007222,,Dẫn đến biến chứng,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tỷ lệ tử vong trong COPD có thể do các bệnh đi kèm (ví dụ: bệnh tim mạch, ung thư)",01_copd.txt
93,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,Gây tổn thương cơ quan,Mắt,Organ,C4266572,,"Xơ vữa động mạch được đặc trưng bởi tình trạng phì đại, tăng sản và hyalin hóa ở lớp giữa của các động mạch nhỏ (tiểu động mạch), đặc biệt là ở mắt và thận.",01_tanghuyetap.txt
94,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,Gây tổn thương cơ quan,Thận,Organ,C0022646,,"Xơ vữa động mạch được đặc trưng bởi tình trạng phì đại, tăng sản và hyalin hóa ở lớp giữa của các động mạch nhỏ (tiểu động mạch), đặc biệt là ở mắt và thận.",01_tanghuyetap.txt
95,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,Là cơ chế sinh bệnh học của,Bệnh mạch máu lớn,Disease,Chưa có,,Bệnh mạch máu lớn liên quan xơ vữa động mạch của các mạch lớn,01_daithaoduong.txt
96,Bệnh trào ngược dạ dày thực quản (GERD),Disease,C0017168,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,GERD là một tác nhân thông thường trong một số bệnh nhân hen,henphequan.txt
97,Bệnh u cơ trơn mạch bạch huyết,Disease,C0751674,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
98,Bệnh u cơ trơn mạch bạch huyết,Disease,C0751674,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
99,Bệnh vi mạch,DiseaseSubtype,C0206064,,Dẫn đến biến chứng,Loét,Complication,C0041582,,"Bệnh vi mạch cũng có thể làm giảm khả năng lành vết thương, do đó ngay cả những vết rách nhỏ trên da cũng có thể phát triển thành vết loét sâu hơn",01_daithaoduong.txt
100,Bệnh võng mạc,Complication,C0035309,,Dẫn đến biến chứng,Bệnh não do tăng huyết áp,Disease,C0151620,,"Bệnh võng mạc giai đoạn nặng (xơ hóa, xuất tiết xuất huyết dạng bông, hẹp tiểu động mạch, phù gai thị) thường đi kèm với bệnh não do tăng huyết áp",02_thuocdieutri.txt
101,Bệnh võng mạc,Complication,C0035309,,Dẫn đến biến chứng,Bệnh não tăng huyết áp,Complication,C0151620,,"Bệnh võng mạc giai đoạn nặng (xơ hóa, xuất tiết xuất huyết dạng bông, hẹp tiểu động mạch, phù gai thị) thường đi kèm với bệnh não do tăng huyết áp",02_thuocdieutri.txt
102,Bệnh xơ nang,Cause,C0010674,,Gây tổn thương cơ quan,Tuyến tụy,Organ,C0030274,,"Các tình trạng ảnh hưởng đến tuyến tụy (ví dụ: bệnh xơ nang, viêm tụy, bệnh huyết sắc tố, cắt bỏ toàn thân)",01_daithaoduong.txt
103,Bộ lọc không khí HEPA,Treatment,C1881047,,Điều trị,Bệnh hen do tập luyện,Disease,C0004099,,Bộ lọc không khí hạt có hiệu suất cao (HEPA) có thể làm giảm các triệu chứng,henphequan.txt
104,Bộ lọc không khí HEPA,Treatment,C1881047,,Điều trị,Hen do gắng sức,DiseaseSubtype,C0004099,,Bộ lọc không khí hạt có hiệu suất cao (HEPA) có thể làm giảm các triệu chứng,henphequan.txt
105,Bụi nghề nghiệp,RiskFactor,C2919137,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
106,Bụi nghề nghiệp,RiskFactor,C2919137,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
107,COVID-19,Disease,C5203670,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,Đại dịch COVID-19 gây nguy cơ đặc biệt cho bệnh nhân mắc COPD.,01_copd.txt
108,COVID-19,Disease,C5203670,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Đại dịch COVID-19 gây nguy cơ đặc biệt cho bệnh nhân mắc COPD.,01_copd.txt
109,CT ngực,Test,C0202823,,Dùng để chẩn đoán,Bệnh bụi phổi,Disease,C0032273,,"CT ngực có thể tiết lộ những bất thường không rõ ràng trên phim X quang ngực và cũng có thể gợi ý các rối loạn kèm theo hoặc các rối loạn gây biến chứng, chẳng hạn như viêm phổi, bệnh bụi phổi",01_copd.txt
110,CT ngực,Test,C0202823,,Dùng để chẩn đoán,Ung thư phổi,Disease,C0684249,,"CT ngực có thể tiết lộ những bất thường không rõ ràng trên phim X quang ngực và cũng có thể gợi ý các rối loạn kèm theo hoặc các rối loạn gây biến chứng, chẳng hạn như viêm phổi, bệnh bụi phổi hoặc ung thư phổi.",01_copd.txt
111,CT sọ não,Test,C0202691,,Dùng để chẩn đoán,Xuất huyết não,DiseaseSubtype,C2937358,,Bệnh nhân có các triệu chứng thần kinh cần chụp CT sọ để chẩn đoán xuất huyết não,02_thuocdieutri.txt
112,Cadmium,RiskFactor,C0006632,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD,01_copd.txt
113,Cadmium,RiskFactor,C0006632,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD,01_copd.txt
114,Cai thuốc lá,Treatment,C0085134,,Điều trị,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,Khuyến khích cai thuốc lá bằng sử dụng nhiều biện pháp can thiệp.,01_copd.txt
115,Cai thuốc lá,Treatment,C0085134,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Khuyến khích cai thuốc lá bằng sử dụng nhiều biện pháp can thiệp.,01_copd.txt
116,Cam thảo,RiskFactor,C0086555,,Làm tăng nguy cơ mắc,Tăng huyết áp,Disease,C0020538,,Cam thảo có thể làm trầm trọng thêm khả năng kiểm soát huyết áp.,01_tanghuyetap.txt
117,Can thiệp tâm lý xã hội,Treatment,C5392103,,Điều trị,Rối loạn ăn uống,Disease,C0013473,,"Điều trị thường liên quan đến giám sát y tế chuyên sâu kết hợp với can thiệp tâm lý xã hội (ví dụ, cố vấn hoặc nhóm hỗ trợ), liệu pháp cá nhân hoặc gia đình và thuốc tâm thần khi được chỉ định.",01_daithaoduong.txt
118,Canxi và Vitamin D,Treatment,C0006730,,Điều trị,Loãng xương,Disease,C0029456,,"Bệnh nhân cần dùng corticosteroid hít, đặc biệt là những người có các yếu tố nguy cơ gây loãng xương, có thể cần dùng thêm các biện pháp để bảo vệ mật độ xương (ví dụ: chất bổ sung canxi và vitamin D, bisphosphonat).",henphequan.txt
119,Carbohydrate,Treatment,C0007004,,Điều trị,Hạ đường huyết,DiseaseSubtype,C0020615,,Bệnh nhân đã có tiền sử triệu chứng hạ đường huyết khi tập luyện nên được khuyên kiểm tra glucose máu và ăn carbonhydrate,01_daithaoduong.txt
120,Carbohydrate-to-insulin ratio,Test,C5230552,,Đo lường chỉ số,Tỷ lệ Carbohydrate-to-Insulin (CIR): 15g : 1 đơn vị,Measurement,Chưa có,Thông số: Tỷ lệ Carbohydrate-to-Insulin (CIR); Giá trị: 5-15 g,"Ví dụ: nếu sử dụng tỷ lệ carbohydrate-to-insulin (CIR) là 15 gram:1 đơn vị, bệnh nhân sẽ cần 1 đơn vị insulin tác dụng nhanh cho mỗi 15 g carbohydrate trong bữa ăn.",01_daithaoduong.txt
121,Celecoxib,Drug,C0538927,,Điều trị,Hen nhạy cảm aspirin,DiseaseSubtype,C3853540,,"Bệnh nhân hen suyễn nhạy cảm với aspirinn có thể sử dụng acetaminophen, choline magnesium salicylate, hoặc NSAID có tính chọn lọc cao như celecoxib khi họ cần thuốc giảm đau.",henphequan.txt
122,Chlorthalidone,Drug,C0008294,,Điều trị,Bệnh thận mạn tính giai đoạn 4,DiseaseSubtype,C2317473,,chlorthalidone đã được chứng minh là có hiệu quả trong việc cải thiện huyết áp trên bệnh nhân có mức lọc cầu thận < 30 mL/phút.,02_thuocdieutri.txt
123,Choline magnesium salicylate,Drug,C2930097,,Điều trị,Hen nhạy cảm aspirin,DiseaseSubtype,C3853540,,"Bệnh nhân hen suyễn nhạy cảm với aspirinn có thể sử dụng acetaminophen, choline magnesium salicylate, hoặc NSAID có tính chọn lọc cao như celecoxib khi họ cần thuốc giảm đau.",henphequan.txt
124,Chuyên gia tăng huyết áp,Treatment,C5958903,,Điều trị,Tăng huyết áp,Disease,C0020538,,Những bệnh nhân khó khăn trong kiểm soát huyết áp như vậy nên tham khảo ý kiến của các chuyên gia về tăng huyết áp.,01_tanghuyetap.txt
125,Chương trình giáo dục bệnh tiểu đường,Treatment,C1532353,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Các chương trình giáo dục chính thức về bệnh tiểu đường, thường được thực hiện bởi các y tá tiểu đường và chuyên gia dinh dưỡng, thường rất hiệu quả và đã được chứng minh là cải thiện kết quả của bệnh tiểu đường.",01_daithaoduong.txt
126,Chất gây dị ứng trong gia đình,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Các bằng chứng cho thấy có sự liên quan của các chất gây dị ứng trong gia đình (ví dụ: bụi, gián, vật nuôi) và các chất gây dị ứng môi trường khác đối với sự phát triển bệnh ở trẻ em và người lớn.",henphequan.txt
127,Chẩn đoán hình ảnh ngực,Test,C0412738,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
128,Chẩn đoán hình ảnh ngực,Test,C0412738,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
129,Chế độ ăn kiêng,Treatment,C0012159,,Điều trị,Đái tháo đường,Disease,C0011849,,"Điều trị bằng chế độ ăn kiêng, tập thể dục và dùng thuốc làm giảm lượng glucose, bao gồm insulin, thuốc hạ đường huyết đường uống và thuốc tiêm không chứa insulin.",01_daithaoduong.txt
130,Chế độ ăn kiêng,Treatment,C0012159,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,Một số bệnh nhân mắc bệnh tiểu đường loại 2 có thể tránh hoặc ngừng điều trị bằng thuốc nếu họ có thể duy trì nồng độ đường huyết chỉ bằng chế độ ăn kiêng và tập thể dục.,01_daithaoduong.txt
131,"Chế độ ăn thiếu hụt vitamin C, E và axit béo omega-3",RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Chế độ ăn ít vitamin C, E và axit béo omega-3 có liên quan đến hen suyễn",henphequan.txt
132,Chế độ ăn ít chất béo,Treatment,C0242970,,Điều trị,Rối loạn lipid máu,Disease,C0242339,,Lipid máu tăng rõ trong vòng 4 tuần điều trị và có thể được cải thiện bởi một chế độ ăn ít chất béo.,02_thuocdieutri.txt
133,Chỉ số BODE,Test,C4053940,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Dự đoán chính xác hơn về nguy cơ tử vong có thể bằng cách đồng thời đo chỉ số khối cơ thể (B), mức độ tắc nghẽn đường thở (O, đó là FEV1), khó thở (D, được đo bằng cách sử dụng thang điểm của Hội đồng Nghiên cứu Y khoa Anh Quốc sửa đổi (mMRC)), và khả năng gắng sức (E, được đo bằng nghiệm pháp đi bộ 6 phút); đây là chỉ số BODE.",01_copd.txt
134,Chỉ số BODE,Test,C4053940,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Dự đoán chính xác hơn về nguy cơ tử vong có thể bằng cách đồng thời đo chỉ số khối cơ thể (B), mức độ tắc nghẽn đường thở (O, đó là FEV1), khó thở (D, được đo bằng cách sử dụng thang điểm của Hội đồng Nghiên cứu Y khoa Anh Quốc sửa đổi (mMRC)), và khả năng gắng sức (E, được đo bằng nghiệm pháp đi bộ 6 phút); đây là chỉ số BODE.",01_copd.txt
135,Chỉ số huyết áp,Measurement,C0005824,Thông số: Huyết áp,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,Không giống như tăng huyết áp (ví dụ: trong đó một chỉ số [HA] xác định mức độ nghiêm trọng của rối loạn và hiệu quả điều trị),henphequan.txt
136,Chỉ số huyết áp,Measurement,C0005824,Thông số: Huyết áp,Dùng để chẩn đoán,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
137,Chỉ số huyết áp,Measurement,C0005824,Thông số: Huyết áp,Dùng để chẩn đoán,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
138,Chỉ số khối cơ thể (BMI) nguy cơ cao: >= 35 kg/m2,Measurement,Chưa có,Thông số: Chỉ số khối cơ thể (BMI); Giá trị: >=35,Xác định ngưỡng chẩn đoán cho,Đái tháo đường,Disease,C0011849,,"Thuốc này có thể được xem xét nếu chế độ ăn kiêng và lối sống không thành công, đặc biệt ở những bệnh nhân có nguy cơ mắc bệnh tiểu đường cao nhất (chỉ số khối cơ thể >= 35 hoặc có tiền sử tiểu đường thai kỳ) (7, 8).",01_daithaoduong.txt
139,Chỉnh hình phế quản bằng nhiệt,Treatment,C3854686,,Điều trị,Hen nặng không kiểm soát,DiseaseSubtype,C3862402,,Tiêu chuẩn để xem xét chỉnh hình phế quản bằng nhiệt bao gồm bệnh hen nặng không được kiểm soát,henphequan.txt
140,Chụp CT mạch ngực,Test,C2703057,,Dùng để chẩn đoán,Thuyên tắc mạch phổi,Disease,C0034065,,chụp CT mạch ngực được thực hiện để kiểm tra thuyên tắc mạch phổi.,01_copd.txt
